NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,112909.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,83245.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,39705.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,81420.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,142034.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH  ST                         ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,41168.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,93939.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,83861.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,80775.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,190797.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,117276.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,37705.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49500.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,3/5/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH   STREET                    ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,10000.0,2/26/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,48205.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,91993.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,112905.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58805.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,59118.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,84085.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,41141.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,53847.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,99000.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,85000.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,56925.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,83245.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,112905.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,121000.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,104039.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,94495.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,164816.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,59739.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,95909.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,39432.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58945.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,118784.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58747.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,42400.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49705.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,53950.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH STREET                      ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,119331.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,115624.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,97312.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,41223.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,48205.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,138784.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,52689.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,49705.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,91200.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,115800.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,115800.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,58680.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,54000.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,53205.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST57TH ST                           ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,98180.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,57900.0,2/25/2013
MIDTOWN WEST             ,25  LUXURY HOTELS                           ,4,1009,37,H2, 102 WEST 57TH ST                          ,            ,10019,0,2,2,7532,112850,2007,4, H2 ,81195.0,2/25/2013
