NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1929,14,C5, 239 WEST 123RD STREET                     ,            ,10027,11,0,11,1682,2499,1910,2, C5 ,750000.0,5/22/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1929,25,C5, 211 WEST 123 STREET                       ,            ,10027,11,0,11,1573,2337,1910,2, C5 ,804000.0,9/23/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,1932,159,C3, 280 WEST 127 STREET                       ,            ,10027,4,0,4,1499,2880,1910,2, C3 ,10000.0,12/13/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,1932,159,C3, 280 WEST 127TH                            ,            ,10027,4,0,4,1499,2880,1910,2, C3 ,1000.0,10/5/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1937,12,C5, 249 WEST 131 STREET                       ,            ,10027,11,0,11,1699,2652,1910,2, C5 ,600000.0,11/19/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1937,123,C5, 213 WEST 131 STREET                       ,            ,10027,11,0,11,1665,2534,1914,2, C5 ,859000.0,4/2/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1938,11,C5, 263 WEST 132 STREET                       ,            ,10027,10,0,10,1399,2100,1910,2, C5 ,112320.0,11/14/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1938,31,C7, 2248 7TH AVENUE                           ,            ,10027,8,1,9,2500,9400,1910,2, C7 ,1650000.0,3/20/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1938,44,C1, 210 WEST 133RD STREET                     ,            ,10030,17,0,17,4197,12800,1930,2, C1 ,2825000.0,6/19/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,1938,111,C5, 261 WEST 132 STREET                       ,            ,10027,6,0,6,1599,2400,1910,2, C5 ,31705.0,3/29/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,1938,111,C5, 261 WEST 132 STREET                       ,            ,10027,6,0,6,1599,2400,1910,2, C5 ,28040.0,3/29/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,1938,111,C5, 261 WEST 132 STREET                       ,            ,10027,6,0,6,1599,2400,1910,2, C5 ,47127.0,11/14/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1939,33,C7, 2270 ADAM C POWELL BLVD                   ,            ,10030,8,1,9,1600,6355,1910,2, C7 ,1190000.0,11/2/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1940,114,C5, 245 WEST 134TH STREET                     ,            ,10030,11,0,11,1499,2025,1910,2, C5 ,50000.0,2/21/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1941,6,C4, 245 WEST 135TH                            ,            ,10030,9,0,9,2498,9410,1910,2, C4 ,2700000.0,4/30/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1941,60,C1, 268 WEST 136TH STREET                     ,            ,10030,8,0,8,1665,5084,1910,2, C1 ,1175000.0,8/27/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1941,140,C5, 210 WEST 136 STREET                       ,            ,10030,11,0,11,1749,2625,1910,2, C5 ,15000.0,2/26/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1942,29,C7, 201 WEST 136TH                            ,            ,10030,9,1,10,3242,14355,1910,2, C7 ,2000000.0,12/4/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,1942,53,C2, 246 WEST 137 STREET                       ,            ,10030,6,0,6,1799,4213,1910,2, C2 ,980000.0,12/17/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1943,19,C4, 386 MANHATTAN AVENUE                      ,20,10026,20,0,20,2972,10005,1900,2, C4 ,3625000.0,3/6/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,1947,7,C2, 363 WEST 120 STREET                       ,            ,10027,6,0,6,1716,2398,1901,2, C2 ,2700000.0,7/31/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1950,6,C5, 361 WEST 123 STREET                       ,            ,10027,8,0,8,1598,3331,1901,2, C5 ,600000.0,4/26/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1954,11,C4, 400 WEST 128 STREET                       ,            ,10027,56,0,56,12490,46965,1926,2, C4 ,4114189.0,8/30/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1954,43,C4, 348 ST NICHOLAS AVENUE                    ,            ,10027,10,0,10,2400,8380,1910,2, C4 ,1125000.0,12/31/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1958,20,C7, 2455 8TH AVENUE                           ,            ,10027,7,1,8,2525,8460,1901,2, C7 ,1650000.0,3/20/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,1958,56,C4, 428 ST NICHOLAS AVENUE                    ,            ,10027,11,0,11,3188,9710,1901,2, C4 ,2840046.0,6/17/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,1960,31,C5, 30 EDGECOMBE AVENUE                       ,            ,10030,7,0,7,1575,3852,1901,2, C5 ,800000.0,1/24/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2007,1,C7, 145 WEST 138 STREET                       ,            ,10030,13,1,14,2500,11382,1915,2, C7 ,2750000.0,7/8/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,2009,52,C4, 160 WEST 141 STREET                       ,            ,10030,10,0,10,2781,10705,1910,2, C4 ,1370000.0,9/14/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2014,14,C1, 145 WEST 145 STREET                       ,            ,10039,30,0,30,4371,18024,1926,2, C1 ,13460000.0,2/28/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,2023,40,C2, 208 WEST 138TH STREET                     ,            ,10030,5,0,5,2198,3956,1910,2, C2 ,990000.0,3/28/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,2024,26,C3, 209 WEST 138 STREET                       ,            ,10030,4,0,4,1699,2724,1910,2, C3 ,750000.0,8/16/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,2025,24,C5, 213 WEST 139 STREET                       ,            ,10030,8,0,8,1915,4187,1920,2, C5 ,950000.0,1/24/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2030,27,C7, 203 WEST 144TH STREET                     ,            ,10030,28,2,30,4996,21678,1921,2, C7 ,5000000.0,7/26/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2033,11,C1, 283 WEST 147TH STREET                     ,            ,10039,23,0,23,2498,10788,1920,2, C1 ,3000000.0,6/26/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2035,1,C7, 2802 FREDRICK DOUGLASS BL                 ,            ,10039,538,12,550,150322,436115,1928,2, C7 ,55000000.0,6/27/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2036,10,C1, 287 WEST 150 STREET                       ,            ,10039,20,0,20,4080,14554,1920,2, C1 ,1235960.0,6/28/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2036,19,C1, 277 WEST 150 STREET                       ,            ,10039,20,0,20,4080,14554,1920,2, C1 ,1575000.0,8/30/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2038,7,C1, 259 WEST 152 STREET                       ,            ,10039,24,0,24,5000,20772,1920,2, C1 ,3268844.0,6/27/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,2041,29,C3, 64 EDGECOMBE AVENUE                       ,            ,10030,4,0,4,1224,3744,1901,2, C3 ,1050000.0,10/17/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,2041,131,C1, 62 EDGECOMBE AVENUE                       ,            ,10030,7,0,7,1224,5839,1901,2, C1 ,650000.0,1/24/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,2042,5,C5, 321 WEST 139 STREET                       ,            ,10030,6,0,6,1699,3460,1910,2, C5 ,600000.0,11/29/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,2042,5,C5, 321 WEST 139 STREET                       ,            ,10030,6,0,6,1699,3460,1910,2, C5 ,400000.0,9/12/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2043,22,C4, 312 WEST 142ND STREET                     ,            ,10030,15,0,15,2498,9455,1910,2, C4 ,1537500.0,3/7/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2046,18,C4, 304 WEST 151ST STREET                     ,            ,10039,25,0,25,3997,16158,1910,2, C4 ,2750000.0,10/16/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2047,31,C4, 2915 FREDRICK DOUGLASS BL                 ,            ,10039,19,0,19,2500,9590,1910,2, C4 ,1120000.0,4/22/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,2048,46,C4, 606 ST NICHOLAS AVENUE                    ,            ,10030,5,0,5,1584,5915,1910,2, C4 ,2089000.0,11/20/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,2050,50,C2, 408 WEST 145 STREET                       ,            ,10031,5,0,5,1549,3608,1910,2, C2 ,600000.0,8/22/2012
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,2050,51,C2, 404 W 145 STREET                          ,            ,10031,5,0,5,1549,3600,1910,2, C2 ,1648400.0,4/23/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2A,2051,71,C3, 205 EDGECOMBE AVENUE                      ,            ,10030,4,0,4,1667,2502,1901,2, C3 ,769000.0,1/30/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2B,2051,137,C5, 47 BRADHURST AVENUE                       ,            ,10030,10,0,10,1512,2313,1901,2, C5 ,895000.0,6/28/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2054,30,C1, 28 ST NICHOLAS PLACE                      ,            ,10031,23,0,23,3750,12570,1920,2, C1 ,9480000.0,2/28/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2054,56,C1, 401 EDGECOMBE AVENUE                      ,            ,10031,66,0,66,15000,53815,1920,2, C1 ,376788.0,1/1/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2054,56,C1, 401 EDGECOMBE AVENUE                      ,            ,10031,66,0,66,15000,53815,1920,2, C1 ,467940.0,1/1/2013
HARLEM-CENTRAL           ,07  RENTALS - WALKUP APARTMENTS             ,2,2054,79,C1, 76-78 ST NICHOLAS PLACE                   ,            ,10032,31,0,31,7500,26155,1920,2, C1 ,3500000.0,6/25/2013
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1723,23,D7, 17 WEST 125TH STREET                      ,            ,10027,48,8,56,11491,46200,1900,2, D7 ,13600000.0,7/2/2013
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1825,139,D6, 108 WEST 116TH STREET                     ,            ,10026,8,1,9,2018,9240,1900,2, D6 ,1915000.0,10/9/2012
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1826,8,D1, 235 CENTRAL PARK NORTH                    ,            ,10026,91,0,91,21479,86124,1915,2, D1 ,27500000.0,2/7/2013
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1913,61,D7, 2167 ADAM C POWELL BLVD                   ,            ,10027,55,5,60,7500,35292,1910,2, D7 ,7150000.0,10/11/2012
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2B,1924,2,D1, 2192 FREDRICK DOUGLASS BL                 ,            ,10026,8,0,8,2000,14031,1910,2, D1 ,3700000.0,5/22/2013
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1927,1,D7, 220 ST. NICHOLAS AVENUE                   ,            ,10027,11,2,13,1976,26403,2008,2, D7 ,1030250.0,12/19/2012
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1949,1,D1, 92 MORNINGSIDE AVENUE                     ,49,10027,48,0,48,10092,66824,1901,2, D1 ,18000000.0,4/24/2013
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,1951,14,D7, 281 ST NICHOLAS AVENUE                    ,33,10027,32,6,38,11100,50706,1921,2, D7 ,7900000.0,12/19/2012
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2007,2,D7, 2363 ADAM C POWELL BLVD                   ,            ,10030,46,5,51,9983,38011,1920,2, D7 ,8200000.0,11/29/2012
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2010,6,D1, 137 WEST 141 STREET                       ,            ,10030,48,0,48,12490,52290,1910,2, D1 ,6766666.0,7/16/2013
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2010,11,D1, 127 WEST 141 STREET                       ,            ,10030,48,0,48,12490,52290,1910,2, D1 ,6766666.0,7/16/2013
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2010,18,D1, 117 WEST 141 STREET                       ,            ,10030,48,0,48,12490,52290,1910,2, D1 ,6766666.0,7/16/2013
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2048,21,D7, 580 ST NICHOLAS AVENUE                    ,            ,10030,92,1,93,12295,60078,1914,2, D7 ,12500000.0,7/8/2013
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2051,31,D1, 656 ST NICHOLAS AVENUE                    ,            ,10030,30,0,30,5000,20640,1920,2, D1 ,4400000.0,12/27/2012
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2053,20,D1, 287 EDGECOMBE AVENUE                      ,            ,10031,24,0,24,6510,27870,1920,2, D1 ,1595298.0,8/30/2012
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2053,24,D1, 291 EDGECOMBE AVENUE                      ,            ,10031,31,0,31,6483,27306,1920,2, D1 ,2854743.0,8/30/2012
HARLEM-CENTRAL           ,08  RENTALS - ELEVATOR APARTMENTS           ,2,2054,82,D1, 66-74 ST NICHOLAS PLACE                   ,            ,10032,85,0,85,15000,63132,1920,2, D1 ,10250000.0,6/25/2013
HARLEM-CENTRAL           ,10  COOPS - ELEVATOR APARTMENTS             ,2,2029,29,D4, 2460 ADAM C POWELL BLVD                   ,            ,10030,52,2,54,12490,69331,1950,2, D4 ,13000.0,12/4/2012
HARLEM-CENTRAL           ,11A CONDO-RENTALS                           ,2,1600,1101,RR, 24 WEST 117 STREET                        ,RENTAL A    ,10026,20,0,20,37305,15802,2012,2, RR ,3410000.0,8/2/2012
HARLEM-CENTRAL           ,11A CONDO-RENTALS                           ,2,1600,1103,RR, 23 WEST 116 STREET                        ,OWNER       ,10026,85,0,85,37305,134891,2012,2, RR ,1260000.0,8/2/2012
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1721,35,S9, 260 LENOX AVENUE                          ,            ,10027,3,2,5,1756,5896,1910,2, S9 ,71277.0,4/19/2013
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1723,37,S9, 2032 FIFTH AVENUE                         ,            ,10035,4,2,6,1700,4774,1909,2, S9 ,1620000.0,6/18/2013
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1829,25,S4, 223 WEST 113 STREET                       ,            ,10026,4,1,5,1682,3131,1910,2, S4 ,1650000.0,7/25/2013
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1829,25,S4, 223 WEST 113TH STREET                     ,            ,10026,4,1,5,1682,3131,1910,2, S4 ,675000.0,10/19/2012
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1908,114,S5, 139 WEST 123RD STREET                     ,            ,10027,5,1,6,2018,3120,1910,2, S5 ,1300000.0,12/20/2012
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2,1911,16,C7, 139 WEST 126 STREET                       ,            ,10027,12,1,13,3664,6632,1910,2, S4 ,1900000.0,9/20/2012
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1917,32,S3, 451 LENOX AVENUE                          ,            ,10037,3,1,4,1233,2646,1910,2, S3 ,872000.0,6/19/2013
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1920,64,S9, 2311 ADAM CLAYTON POWELL                  ,            ,10030,2,2,4,1275,3332,1920,2, S9 ,1267500.0,6/14/2013
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1920,102,S3, 2305 ADAM C POWELL BLVD                   ,            ,10030,3,1,4,1350,3600,1920,2, S3 ,1100000.0,12/31/2012
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2B,1921,29,S9, 521 LENOX AVENUE                          ,            ,10037,6,2,8,1869,8400,1910,2, S9 ,26000.0,5/10/2013
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1921,30,S4, 523 LENOX AVENUE                          ,            ,10037,4,1,5,1875,7215,1910,2, S4 ,356387.0,4/19/2013
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,1950,130,S3, 303 WEST 123RD ST                         ,            ,10027,3,1,4,861,2760,1900,2, S3 ,1050000.0,8/1/2012
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2B,2024,64,S9, 272 WEST 139 STREET                       ,            ,10030,6,4,10,4147,13828,1920,2, S9 ,2750000.0,6/18/2013
HARLEM-CENTRAL           ,14  RENTALS - 4-10 UNIT                     ,2A,2024,134,S4," 2374 ADAM CLAYTON POWELL,                 ",            ,10030,4,1,5,1243,4640,1910,2, S4 ,900000.0,12/21/2012
HARLEM-CENTRAL           ,21  OFFICE BUILDINGS                        ,4,1920,2,O9, 2303 ADAM C POWELL BLVD                   ,            ,10030,0,1,1,1463,4400,1910,4, O9 ,1150000.0,12/28/2012
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1736,26,K2, 31 WEST 138TH STREET                      ,            ,10037,0,1,1,2498,4696,1920,4, K2 ,725000.0,1/18/2013
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1772,37,K9, 2272 3 AVENUE                             ,            ,10035,0,1,1,1280,2400,1900,4, K9 ,1100000.0,12/18/2012
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1821,31,K1, 21-41 LENOX AVENUE                        ,            ,10026,0,7,7,14675,14467,1994,4, K1 ,2500000.0,8/6/2012
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1911,1,K1, 2121 ADAM C POWELL BLVD                   ,            ,10027,0,8,8,3364,3364,1910,4, K1 ,2200000.0,6/25/2013
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1921,31,K9, 525 LENOX AVENUE                          ,            ,10037,0,1,1,1244,5845,1910,4, K9 ,280018.0,4/19/2013
HARLEM-CENTRAL           ,22  STORE BUILDINGS                         ,4,1930,49,K1, 246 WEST 125 STREET                       ,            ,10027,0,2,2,5046,6545,1972,4, K1 ,10273444.0,10/15/2012
HARLEM-CENTRAL           ,23  LOFT BUILDINGS                          ,4,1750,23,L8, 57 EAST 125 STREET                        ,            ,10035,0,1,1,1857,3716,1915,4, L8 ,3600000.0,4/25/2013
HARLEM-CENTRAL           ,26  OTHER HOTELS                            ,4,1912,37,H9, 102 WEST 128 STREET                       ,            ,10027,27,0,27,3797,11391,1910,4, H9 ,3300000.0,10/19/2012
HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,4,1767,27,G9, 159 EAST 118 STREET                       ,            ,10035,0,1,1,2523,2475,1954,4, G9 ,925000.0,1/7/2013
HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,4,1944,43,G1, 316-320 WEST 118TH STREET                 ,            ,10026,0,3,3,6055,22340,1924,4, G1 ,4500000.0,8/7/2012
HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,4,2026,60,G7, 2630 FREDERICK DOUGLASS B                 ,            ,10030,0,0,0,9992,0,0,4, G7 ,3027000.0,10/15/2012
HARLEM-CENTRAL           ,29  COMMERCIAL GARAGES                      ,4,2047,44,G9, 250 BRADHURST AVENUE                      ,            ,10039,0,2,2,14450,27106,1930,4, G9 ,5200000.0,12/11/2012
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1718,30,V1, 17 WEST 119 STREET                        ,            ,10026,0,0,0,1050,0,0,4, V1 ,397869.0,9/28/2012
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1718,129,V1, 19 WEST 119 STREET                        ,            ,10026,0,0,0,1100,0,0,4, V1 ,390173.0,9/28/2012
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1718,130,V1, 15 WEST 119 STREET                        ,            ,10026,0,0,0,994,0,0,4, V1 ,398364.0,9/28/2012
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1723,31,V1, 5-15 WEST 125 STREET                      ,            ,10027,0,0,0,25735,0,0,4, V1 ,15500000.0,12/31/2012
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1751,33,V1, 1840 PARK AVENUE                          ,            ,10035,0,0,0,1415,0,0,4, V1 ,1350000.0,8/15/2012
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1753,115,V1, 2022 MADISON AVENUE                       ,            ,10035,0,0,0,1260,0,0,4, V1 ,430000.0,4/26/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1756,66,V1, 8 EAST 132 STREET                         ,            ,10037,0,0,0,3497,0,0,4, V1 ,975000.0,8/22/2012
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1907,40,V1, 110 WEST 123 STREET                       ,            ,10027,9,0,9,2018,0,1910,4, V1 ,1130184.0,4/24/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1911,22,V1, 121 WEST 126 STREET                       ,            ,10027,0,0,0,1782,0,0,4, V1 ,490000.0,5/23/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1916,50,V1, 142 WEST 132 STREET                       ,            ,10027,0,0,0,1599,0,0,4, V1 ,350000.0,9/11/2012
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1928,50,V1, 240 WEST 123 STREET                       ,            ,10027,0,0,0,1396,0,0,4, V1 ,390000.0,5/20/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1928,123,V1, 217 WEST 122 STREET                       ,            ,10027,0,0,0,1261,0,0,4, V1 ,220000.0,1/15/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1944,23,V1, 313 WEST 117 STREET                       ,            ,10026,0,0,0,2523,0,0,4, V1 ,1400000.0,3/28/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1944,40,V1, 310 WEST 118TH STREET                     ,            ,10026,0,0,0,2523,0,0,4, V1 ,1060000.0,12/21/2012
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1944,42,V1, 314 WEST 118 STREET                       ,            ,10026,0,0,0,2018,0,0,4, V1 ,1050000.0,3/25/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,1953,54,V1, 362 W 127 STREET                          ,            ,10027,0,0,0,2498,0,0,4, V1 ,975000.0,4/29/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,2014,45,V1, 122 WEST 146 STREET                       ,            ,10039,0,0,0,27337,0,0,4, V1 ,4500000.0,6/11/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,2045,59,V1, 306 WEST 148 STREET                       ,            ,10039,0,0,0,2125,0,0,4, V1 ,449530.0,5/30/2013
HARLEM-CENTRAL           ,31  COMMERCIAL VACANT LAND                  ,4,2045,90,V1, 2805 FREDRICK DOUGLASS BL                 ,            ,10039,0,0,0,1993,0,0,4, V1 ,550000.0,8/1/2013
HARLEM-CENTRAL           ,32  HOSPITAL AND HEALTH FACILITIES          ,4,1902,43,I9, 120 WEST 118 STREET                       ,            ,10026,0,1,1,2000,3885,1910,4, I9 ,1600000.0,1/4/2013
HARLEM-CENTRAL           ,32  HOSPITAL AND HEALTH FACILITIES          ,4,1902,43,I9, 120 WEST 118 STREET                       ,            ,10026,0,1,1,2000,3885,1910,4, I9 ,1150000.0,1/4/2013
HARLEM-CENTRAL           ,33  EDUCATIONAL FACILITIES                  ,4,1912,6,W9, 159 WEST 127TH STREET                     ,            ,10027,0,1,1,4955,15000,1910,4, W9 ,3500000.0,12/18/2012
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1726,35,M9, 2084 FIFTH AVENUE                         ,            ,10035,0,1,1,1500,5000,1910,4, M9 ,1955295.0,7/22/2013
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1820,6,M1, 145 CENTRAL PARK NORTH                    ,            ,10026,0,1,1,7092,9168,1970,4, M1 ,11375000.0,6/18/2013
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1904,41,M9, 112 WEST 120 STREET                       ,            ,10027,0,1,1,2018,3608,1910,4, M9 ,999995.0,7/16/2013
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1923,14,M2, 253 WEST 117TH STREET                     ,            ,10026,0,1,1,17661,45020,1910,4, M2 ,1000000.0,10/5/2012
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,1923,52,M3, 262 WEST 118TH STREET                     ,            ,10026,0,1,1,2523,5808,1910,4, M3 ,5000000.0,10/5/2012
HARLEM-CENTRAL           ,37  RELIGIOUS FACILITIES                    ,4,2041,129,M9, 68 EDGECOMBE AVENUE                       ,            ,10030,0,1,1,1360,3480,1910,4, M9 ,1050000.0,6/25/2013
